Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
10/18/2017,Magic,Adreian Payne,Adreian Payne,placed on IL with fractured left hand,,2017,October,2017-10,other / unspecified,hand,,10/18/2017,12/9/2017,52,53,Wednesday
1/4/2025,Thunder,Ajay Mitchell,Ajay Mitchell,placed on IL with sprained right big toe,,2025,January,2025-01,other / unspecified,toe,,1/10/2025,4/10/2025,90,91,Saturday
1/10/2025,Thunder,Ajay Mitchell,Ajay Mitchell,surgery on right big toe to repair turf toe sprain (out indefinitely),,2025,January,2025-01,indefinitely,surgery,30,1/10/2025,4/10/2025,90,91,Friday
11/2/2016,Celtics,Al Horford,Al Horford,placed on IL with concussion,,2016,November,2016-11,concussion protocol,concussion,7,11/2/2016,11/19/2016,17,18,Wednesday
1/27/2017,Celtics,Al Horford,Al Horford,groin injury (DTD),,2017,January,2017-01,day-to-day,groin,3,11/2/2016,11/19/2016,17,18,Friday
1/27/2017,Celtics,Al Horford,Al Horford,placed on IL with sore left groin,,2017,January,2017-01,other / unspecified,groin,,11/2/2016,11/19/2016,17,18,Friday
3/5/2017,Celtics,Al Horford,Al Horford,placed on IL with sprained right elbow,,2017,March,2017-03,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Sunday
11/8/2017,Celtics,Al Horford,Al Horford,placed on IL with concussion,,2017,November,2017-11,concussion protocol,concussion,7,11/2/2016,11/19/2016,17,18,Wednesday
12/13/2017,Celtics,Al Horford,Al Horford,placed on IL for rest,,2017,December,2017-12,day-to-day,rest,3,11/2/2016,11/19/2016,17,18,Wednesday
1/6/2018,Celtics,Al Horford,Al Horford,sore left calf / knee injury (DTD),,2018,January,2018-01,day-to-day,knee,3,11/2/2016,11/19/2016,17,18,Saturday
1/24/2018,Celtics,Al Horford,Al Horford,concussion (DTD),,2018,January,2018-01,day-to-day,concussion,3,11/2/2016,11/19/2016,17,18,Wednesday
3/11/2018,Celtics,Al Horford,Al Horford,placed on IL with illness,,2018,March,2018-03,other / unspecified,illness,,11/2/2016,11/19/2016,17,18,Sunday
3/28/2018,Celtics,Al Horford,Al Horford,ankle injury (DTD),,2018,March,2018-03,day-to-day,ankle,3,11/2/2016,11/19/2016,17,18,Wednesday
4/6/2018,Celtics,Al Horford,Al Horford,placed on IL for rest,,2018,April,2018-04,day-to-day,rest,3,11/2/2016,11/19/2016,17,18,Friday
4/11/2018,Celtics,Al Horford,Al Horford,placed on IL for rest,,2018,April,2018-04,day-to-day,rest,3,11/2/2016,11/19/2016,17,18,Wednesday
11/23/2018,Celtics,Al Horford,Al Horford,placed on IL with sore left knee,,2018,November,2018-11,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Friday
11/30/2018,Celtics,Al Horford,Al Horford,placed on IL,,2018,November,2018-11,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Friday
12/8/2018,Celtics,Al Horford,Al Horford,sore left knee (DTD),,2018,December,2018-12,day-to-day,knee,3,11/2/2016,11/19/2016,17,18,Saturday
12/10/2018,Celtics,Al Horford,Al Horford,placed on IL with sore left knee,,2018,December,2018-12,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Monday
1/23/2019,Celtics,Al Horford,Al Horford,placed on IL,,2019,January,2019-01,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Wednesday
3/22/2019,Celtics,Al Horford,Al Horford,sore left knee (DTD),,2019,March,2019-03,day-to-day,knee,3,11/2/2016,11/19/2016,17,18,Friday
3/23/2019,Celtics,Al Horford,Al Horford,placed on IL with sore left knee,,2019,March,2019-03,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Saturday
3/30/2019,Celtics,Al Horford,Al Horford,placed on IL with sore left knee,,2019,March,2019-03,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Saturday
4/8/2019,Celtics,Al Horford,Al Horford,sore left knee (DTD),,2019,April,2019-04,day-to-day,knee,3,11/2/2016,11/19/2016,17,18,Monday
4/9/2019,Celtics,Al Horford,Al Horford,placed on IL with sore left knee,,2019,April,2019-04,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Tuesday
12/12/2019,76Ers,Al Horford,Al Horford,sore left knee (DTD),,2019,December,2019-12,day-to-day,knee,3,12/13/2019,12/15/2019,2,3,Thursday
12/13/2019,76Ers,Al Horford,Al Horford,placed on IL with sore left knee,,2019,December,2019-12,other / unspecified,knee,,12/13/2019,12/15/2019,2,3,Friday
1/30/2020,76Ers,Al Horford,Al Horford,placed on IL with sore left knee,,2020,January,2020-01,other / unspecified,knee,,12/13/2019,12/15/2019,2,3,Thursday
8/11/2020,76Ers,Al Horford,Al Horford,sore left knee (DTD),,2020,August,2020-08,day-to-day,knee,3,12/13/2019,12/15/2019,2,3,Tuesday
10/19/2021,Celtics,Al Horford,Al Horford,placed on IL with NBA health and safety protocols,,2021,October,2021-10,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Tuesday
10/25/2021,Celtics,Al Horford,Al Horford,placed on IL with strained left adductor,,2021,October,2021-10,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Monday
11/13/2021,Celtics,Al Horford,Al Horford,placed on IL with sore lower back,,2021,November,2021-11,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Saturday
12/4/2021,Celtics,Al Horford,Al Horford,placed on IL with back injury,,2021,December,2021-12,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Saturday
12/17/2021,Celtics,Al Horford,Al Horford,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Friday
4/7/2022,Celtics,Al Horford,Al Horford,placed on IL with sore lower back,,2022,April,2022-04,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Thursday
5/17/2022,Celtics,Al Horford,Al Horford,placed on IL with NBA health and safety protocols,,2022,May,2022-05,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Tuesday
11/28/2022,Celtics,Al Horford,Al Horford,placed on IL with tightness in lower back,,2022,November,2022-11,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Monday
12/5/2022,Celtics,Al Horford,Al Horford,placed on IL with lower back injury,,2022,December,2022-12,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Monday
1/12/2023,Celtics,Al Horford,Al Horford,placed on IL with lower back injury,,2023,January,2023-01,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Thursday
1/24/2023,Celtics,Al Horford,Al Horford,placed on IL with lower back injury,,2023,January,2023-01,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Tuesday
2/8/2023,Celtics,Al Horford,Al Horford,placed on IL with swollen right knee,,2023,February,2023-02,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Wednesday
2/14/2023,Celtics,Al Horford,Al Horford,placed on IL with swollen right knee,,2023,February,2023-02,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Tuesday
3/6/2023,Celtics,Al Horford,Al Horford,lower back injury (DTD),,2023,March,2023-03,day-to-day,back,3,11/2/2016,11/19/2016,17,18,Monday
3/18/2023,Celtics,Al Horford,Al Horford,lower back injury (DTD),,2023,March,2023-03,day-to-day,back,3,11/2/2016,11/19/2016,17,18,Saturday
3/31/2023,Celtics,Al Horford,Al Horford,placed on IL with lower back injury,,2023,March,2023-03,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Friday
4/5/2023,Celtics,Al Horford,Al Horford,placed on IL with tightness in lower back,,2023,April,2023-04,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Wednesday
4/8/2023,Celtics,Al Horford,Al Horford,placed on IL with back injury,,2023,April,2023-04,other / unspecified,back,,11/2/2016,11/19/2016,17,18,Saturday
1/11/2024,Celtics,Al Horford,Al Horford,placed on IL with illness,,2024,January,2024-01,other / unspecified,illness,,11/2/2016,11/19/2016,17,18,Thursday
1/30/2024,Celtics,Al Horford,Al Horford,placed on IL with strained neck,,2024,January,2024-01,other / unspecified,Other,,11/2/2016,11/19/2016,17,18,Tuesday
2/14/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left toe,,2024,February,2024-02,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Wednesday
3/12/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,March,2024-03,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Tuesday
3/18/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,March,2024-03,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Monday
3/22/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,March,2024-03,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Friday
3/28/2024,Celtics,Al Horford,Al Horford,sprained left big toe (DTD),,2024,March,2024-03,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Thursday
4/9/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,April,2024-04,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Tuesday
4/12/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,April,2024-04,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Friday
11/22/2024,Celtics,Al Horford,Al Horford,illness (DTD),,2024,November,2024-11,day-to-day,illness,3,11/2/2016,11/19/2016,17,18,Friday
11/25/2024,Celtics,Al Horford,Al Horford,illness (DTD),,2024,November,2024-11,day-to-day,illness,3,11/2/2016,11/19/2016,17,18,Monday
12/2/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained big toe,,2024,December,2024-12,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Monday
12/7/2024,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2024,December,2024-12,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Saturday
1/18/2025,Celtics,Al Horford,Al Horford,sprained left big toe (DTD),,2025,January,2025-01,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Saturday
1/22/2025,Celtics,Al Horford,Al Horford,sprained left big toe (DTD),,2025,January,2025-01,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Wednesday
1/29/2025,Celtics,Al Horford,Al Horford,sprained left big toe (DTD),,2025,January,2025-01,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Wednesday
2/25/2025,Celtics,Al Horford,Al Horford,toe injury (DTD),,2025,February,2025-02,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Tuesday
3/6/2025,Celtics,Al Horford,Al Horford,placed on IL with sprained left big toe,,2025,March,2025-03,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Thursday
3/15/2025,Celtics,Al Horford,Al Horford,toe injury (DTD),,2025,March,2025-03,day-to-day,toe,3,11/2/2016,11/19/2016,17,18,Saturday
3/29/2025,Celtics,Al Horford,Al Horford,placed on IL with toe injury,,2025,March,2025-03,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Saturday
4/2/2025,Celtics,Al Horford,Al Horford,placed on IL with toe injury,,2025,April,2025-04,other / unspecified,toe,,11/2/2016,11/19/2016,17,18,Wednesday
4/7/2025,Celtics,Al Horford,Al Horford,placed on IL with knee injury,,2025,April,2025-04,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Monday
4/12/2025,Celtics,Al Horford,Al Horford,placed on IL with knee injury,,2025,April,2025-04,other / unspecified,knee,,11/2/2016,11/19/2016,17,18,Saturday
11/30/2015,Hornets,Al Jefferson,Al Jefferson,strained left calf (out indefinitely),,2015,November,2015-11,indefinitely,calf,30,12/2/2015,12/16/2015,14,15,Monday
12/2/2015,Hornets,Al Jefferson,Al Jefferson,placed on IL with strained left calf,,2015,December,2015-12,other / unspecified,calf,,12/2/2015,12/16/2015,14,15,Wednesday
12/30/2015,Hornets,Al Jefferson,Al Jefferson,torn lateral meniscus in right knee (out indefinitely),,2015,December,2015-12,indefinitely,knee,30,12/2/2015,12/16/2015,14,15,Wednesday
12/31/2015,Hornets,Al Jefferson,Al Jefferson,surgery on right knee to repair torn lateral meniscus (out indefinitely),,2015,December,2015-12,indefinitely,knee,30,12/2/2015,12/16/2015,14,15,Thursday
1/1/2016,Hornets,Al Jefferson,Al Jefferson,placed on IL recovering from surgery on right knee to repair torn lateral meniscus,,2016,January,2016-01,post-surgery,knee,60,12/2/2015,12/16/2015,14,15,Friday
4/3/2016,Hornets,Al Jefferson,Al Jefferson,placed on IL with bruised right quadriceps,,2016,April,2016-04,other / unspecified,quad,,12/2/2015,12/16/2015,14,15,Sunday
2/24/2017,Pacers,Al Jefferson,Al Jefferson,placed on IL with dental ailment,,2017,February,2017-02,other / unspecified,Other,,2/24/2017,3/1/2017,5,6,Friday
3/27/2017,Pacers,Al Jefferson,Al Jefferson,sprained left ankle (DTD),,2017,March,2017-03,day-to-day,ankle,3,2/24/2017,3/1/2017,5,6,Monday
4/8/2017,Pacers,Al Jefferson,Al Jefferson,sprained left ankle (out for season),,2017,April,2017-04,out for season,ankle,180,2/24/2017,3/1/2017,5,6,Saturday
11/9/2016,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,placed on IL with sore calf,,2016,November,2016-11,other / unspecified,calf,,11/9/2016,12/5/2016,26,27,Wednesday
12/10/2016,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,back injury (DTD),,2016,December,2016-12,day-to-day,back,3,11/9/2016,12/5/2016,26,27,Saturday
12/13/2016,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,placed on IL with bruised back,,2016,December,2016-12,other / unspecified,back,,11/9/2016,12/5/2016,26,27,Tuesday
2/14/2017,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,sprained left knee (DTD),,2017,February,2017-02,day-to-day,knee,3,11/9/2016,12/5/2016,26,27,Tuesday
4/12/2017,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,rest (DTD),,2017,April,2017-04,day-to-day,rest,3,11/9/2016,12/5/2016,26,27,Wednesday
11/2/2017,Blazers,Al-Farouq Aminu,Al-Farouq Aminu,placed on IL with sprained right ankle,,2017,November,2017-11,other / unspecified,ankle,,11/9/2016,12/5/2016,26,27,Thursday
12/1/2019,Magic,Al-Farouq Aminu,Al-Farouq Aminu,placed on IL with right knee injury (out for season),,2019,December,2019-12,out for season,knee,180,12/23/2020,2/9/2021,48,49,Sunday
1/8/2020,Magic,Al-Farouq Aminu,Al-Farouq Aminu,surgery on right knee (out for season),,2020,January,2020-01,out for season,knee,180,12/23/2020,2/9/2021,48,49,Wednesday
12/2/2020,Magic,Al-Farouq Aminu,Al-Farouq Aminu,recovering from surgery on right knee (out indefinitely),,2020,December,2020-12,indefinitely,knee,30,12/23/2020,2/9/2021,48,49,Wednesday
12/23/2020,Magic,Al-Farouq Aminu,Al-Farouq Aminu,placed on IL with recovering from surgery on right knee,,2020,December,2020-12,post-surgery,knee,60,12/23/2020,2/9/2021,48,49,Wednesday
2/11/2021,Magic,Al-Farouq Aminu,Al-Farouq Aminu,right knee injury (DTD),,2021,February,2021-02,day-to-day,knee,3,12/23/2020,2/9/2021,48,49,Thursday
10/28/2015,Wizards,Alan Anderson,Alan Anderson,placed on IL recovering from surgery on left ankle to remove bone fragment,,2015,October,2015-10,post-surgery,ankle,60,10/28/2015,2/24/2016,119,120,Wednesday
3/4/2016,Wizards,Alan Anderson,Alan Anderson,placed on IL,,2016,March,2016-03,other / unspecified,Other,,10/28/2015,2/24/2016,119,120,Friday
3/12/2016,Wizards,Alan Anderson,Alan Anderson,placed on IL with ankle injury,,2016,March,2016-03,other / unspecified,ankle,,10/28/2015,2/24/2016,119,120,Saturday
3/16/2016,Wizards,Alan Anderson,Alan Anderson,placed on IL with sprained left ankle,,2016,March,2016-03,other / unspecified,ankle,,10/28/2015,2/24/2016,119,120,Wednesday
3/21/2016,Wizards,Alan Anderson,Alan Anderson,placed on IL with sore ankle,,2016,March,2016-03,other / unspecified,ankle,,10/28/2015,2/24/2016,119,120,Monday
3/27/2016,Wizards,Alan Anderson,Alan Anderson,sore groin (DTD) (Y),,2016,March,2016-03,day-to-day,groin,3,10/28/2015,2/24/2016,119,120,Sunday
10/15/2016,Clippers,Alan Anderson,Alan Anderson,ankle injury (DTD),,2016,October,2016-10,day-to-day,ankle,3,10/15/2016,6/15/2017,243,244,Saturday
3/21/2017,Suns,Alan Williams,Alan Williams,gastroenteritis (DTD),,2017,March,2017-03,day-to-day,Other,3,3/21/2017,3/23/2017,2,3,Tuesday
9/25/2017,Suns,Alan Williams,Alan Williams,surgery on right knee to repair torn meniscus (out indefinitely),,2017,September,2017-09,indefinitely,knee,30,3/21/2017,3/23/2017,2,3,Monday
10/18/2017,Suns,Alan Williams,Alan Williams,placed on IL recovering from surgery on right knee to repair torn meniscus,,2017,October,2017-10,post-surgery,knee,60,3/21/2017,3/23/2017,2,3,Wednesday
4/5/2018,Suns,Alan Williams,Alan Williams,sore right knee (out for season),,2018,April,2018-04,out for season,knee,180,3/21/2017,3/23/2017,2,3,Thursday
4/8/2018,Suns,Alan Williams,Alan Williams,placed on IL with sore right knee (out for season),,2018,April,2018-04,out for season,knee,180,3/21/2017,3/23/2017,2,3,Sunday
10/17/2018,Nets,Alan Williams,Alan Williams,ankle injury (DTD),,2018,October,2018-10,day-to-day,ankle,3,10/17/2018,10/26/2018,9,10,Wednesday
2/6/2019,Nets,Alan Williams,Alan Williams,placed on IL,,2019,February,2019-02,other / unspecified,Other,,10/17/2018,10/26/2018,9,10,Wednesday
3/17/2019,Nets,Alan Williams,Alan Williams,placed on IL,,2019,March,2019-03,other / unspecified,Other,,10/17/2018,10/26/2018,9,10,Sunday
12/27/2015,Jazz,Alec Burks,Alec Burks,fractured fibula in left leg (out indefinitely),,2015,December,2015-12,indefinitely,leg,30,12/29/2015,4/8/2016,101,102,Sunday
12/28/2015,Jazz,Alec Burks,Alec Burks,placed on IL with fractured fibula in left leg,,2015,December,2015-12,other / unspecified,leg,,12/29/2015,4/8/2016,101,102,Monday
12/29/2015,Jazz,Alec Burks,Alec Burks,surgery on left leg to repair fractured fibula (date approximate),,2015,December,2015-12,post-surgery,surgery,60,12/29/2015,4/8/2016,101,102,Tuesday
4/13/2016,Jazz,Alec Burks,Alec Burks,sore right knee (out for season),,2016,April,2016-04,out for season,knee,180,12/29/2015,4/8/2016,101,102,Wednesday
6/8/2016,Jazz,Alec Burks,Alec Burks,arthroscopic surgery on left knee and ankle to remove loose bodies (out indefinitely),,2016,June,2016-06,indefinitely,ankle,30,12/29/2015,4/8/2016,101,102,Wednesday
10/24/2016,Jazz,Alec Burks,Alec Burks,sore leg (DTD),,2016,October,2016-10,day-to-day,leg,3,12/29/2015,4/8/2016,101,102,Monday
10/25/2016,Jazz,Alec Burks,Alec Burks,placed on IL with sore leg,,2016,October,2016-10,other / unspecified,leg,,12/29/2015,4/8/2016,101,102,Tuesday
11/1/2016,Jazz,Alec Burks,Alec Burks,arthrosopic surgery on left ankle (out indefinitely),,2016,November,2016-11,indefinitely,ankle,30,12/29/2015,4/8/2016,101,102,Tuesday
4/18/2017,Jazz,Alec Burks,Alec Burks,placed on IL with sore left knee (out for season),,2017,April,2017-04,out for season,knee,180,12/29/2015,4/8/2016,101,102,Tuesday
10/31/2018,Jazz,Alec Burks,Alec Burks,left hand injury (DTD),,2018,October,2018-10,day-to-day,hand,3,12/29/2015,4/8/2016,101,102,Wednesday
10/24/2019,Warriors,Alec Burks,Alec Burks,placed on IL with sprained right ankle,,2019,October,2019-10,other / unspecified,ankle,,10/24/2019,10/30/2019,6,7,Thursday
8/12/2020,76Ers,Alec Burks,Alec Burks,placed on IL with sore left foot,,2020,August,2020-08,other / unspecified,foot,,8/12/2020,8/13/2020,1,0,Wednesday
12/29/2020,Knicks,Alec Burks,Alec Burks,sprained left ankle (DTD),,2020,December,2020-12,day-to-day,ankle,3,1/2/2021,1/21/2021,19,20,Tuesday
1/2/2021,Knicks,Alec Burks,Alec Burks,placed on IL with sprained left ankle,,2021,January,2021-01,other / unspecified,ankle,,1/2/2021,1/21/2021,19,20,Saturday
4/16/2021,Knicks,Alec Burks,Alec Burks,placed on IL with NBA health and safety protocols,,2021,April,2021-04,other / unspecified,Other,,1/2/2021,1/21/2021,19,20,Friday
5/7/2021,Knicks,Alec Burks,Alec Burks,placed on IL with bruised left knee,,2021,May,2021-05,other / unspecified,knee,,1/2/2021,1/21/2021,19,20,Friday
10/19/2022,Pistons,Alec Burks,Alec Burks,placed on IL with foot injury,,2022,October,2022-10,other / unspecified,foot,,10/19/2022,11/11/2022,23,24,Wednesday
3/3/2023,Pistons,Alec Burks,Alec Burks,placed on IL with sore left foot,,2023,March,2023-03,other / unspecified,foot,,10/19/2022,11/11/2022,23,24,Friday
3/7/2023,Pistons,Alec Burks,Alec Burks,placed on IL with sore left foot,,2023,March,2023-03,other / unspecified,foot,,10/19/2022,11/11/2022,23,24,Tuesday
11/1/2023,Pistons,Alec Burks,Alec Burks,placed on IL with sore left forearm,,2023,November,2023-11,other / unspecified,Other,,10/19/2022,11/11/2022,23,24,Wednesday
3/25/2024,Knicks,Alec Burks,Alec Burks,sprained right shoulder (DTD),,2024,March,2024-03,day-to-day,shoulder,3,1/2/2021,1/21/2021,19,20,Monday
3/27/2024,Knicks,Alec Burks,Alec Burks,placed on IL with sprained right shoulder,,2024,March,2024-03,other / unspecified,shoulder,,1/2/2021,1/21/2021,19,20,Wednesday
3/7/2025,Heat,Alec Burks,Alec Burks,back injury (DTD),,2025,March,2025-03,day-to-day,back,3,3/15/2025,3/19/2025,4,5,Friday
3/15/2025,Heat,Alec Burks,Alec Burks,placed on IL with back injury,,2025,March,2025-03,other / unspecified,back,,3/15/2025,3/19/2025,4,5,Saturday
